"cptid","cpt_code","descript_short","descript_med","descript_long"
6248,"73562",X-RAY EXAM OF KNEE 3,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,"Radiologic examination, knee; 3 views"
6831,"80173",ASSAY OF HALOPERIDOL,DRUG SCREEN QUANTITATIVE HALOPRIDOL,Haloperidol
6408,"75970",VASCULAR BIOPSY,TRANSCATHETER BIOPSY RS&I,"Transcatheter biopsy, radiological supervision and interpretation"
6923,"81266",STR MARKERS SPEC ANAL ADDL,COMPARATIVE ANAL STR MARKERS EA ADDL SPECIMEN,"Comparative analysis using Short Tandem Repeat (STR) markers; each additional specimen (eg, additional cord blood donor, additional fetal samples from different cultures, or additional zygosity in multiple birth pregnancies) (List separately in addition to code for primary procedure)"
6532,"77306",TELETHX ISODOSE PLAN SIMPLE,TELETHX ISODOSE PLN SMPL W/DOSIMETRY CALCULATION,"Teletherapy isodose plan; simple (1 or 2 unmodified ports directed to a single area of interest), includes basic dosimetry calculation(s)"
6660,"78469",HEART INFARCT IMAGE (3D),MYOCRD INFARCT AVID PLNR TOMOG SPECT W/WO QUANTJ,"Myocardial imaging, infarct avid, planar; tomographic SPECT with or without quantification"
7123,"83700",LIPOPRO BLD ELECTROPHORETIC,LIPOPROTEIN BLOOD ELECTROPHORECTIC SEP&QUAN,"Lipoprotein, blood; electrophoretic separation and quantitation"
6760,"80323",ALKALOIDS NOS,ALKALOIDS NOT OTHERWISE SPECIFIED,"Alkaloids, not otherwise specified"
7195,"84590",ASSAY OF VITAMIN A,ASSAY OF VITAMIN A,Vitamin A
7323,"82380",ASSAY OF CAROTENE,CAROTENE,Carotene
6900,"80422",GLUCAGON TOLERANCE PANEL,GLUCOSE TOLERANCE PANEL INSULINOMA,Glucagon tolerance panel; for insulinoma This panel must include the following: Glucose (82947 x 3) Insulin (83525 x 3)
7028,"81404",MOPATH PROCEDURE LEVEL 5,MOLECULAR PATHOLOGY PROCEDURE LEVEL 5,"Molecular pathology procedure, Level 5 (eg, analysis of 2-5 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 6-10 exons, or characterization of a dynamic mutation disorder/triplet repeat by Southern blot analysis) ACADS (acyl-CoA dehydrogenase, C-2 to C-3 short chain) (eg, short chain acyl-CoA dehydrogenase deficiency), targeted sequence analysis (eg, exons 5 and 6) AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]), characterization of alleles (eg, expanded size and methylation status) AQP2 (aquaporin 2 [collecting duct]) (eg, nephrogenic diabetes insipidus), full gene sequence ARX (aristaless related homeobox) (eg, X-linked lissencephaly with ambiguous genitalia, X-linked mental retardation), full gene sequence AVPR2 (arginine vasopressin receptor 2) (eg, nephrogenic diabetes insipidus), full gene sequence BBS10 (Bardet-Biedl syndrome 10) (eg, Bardet-Biedl syndrome), full gene sequence BTD (biotinidase) (eg, biotinidase deficiency), full gene sequence C10orf2 (chromosome 10 open reading frame 2) (eg, mitochondrial DNA depletion syndrome), full gene sequence CAV3 (caveolin 3) (eg, CAV3-related distal myopathy, limb-girdle muscular dystrophy type 1C), full gene sequence CD40LG (CD40 ligand) (eg, X-linked hyper IgM syndrome), full gene sequence CDKN2A (cyclin-dependent kinase inhibitor 2A) (eg, CDKN2A-related cutaneous malignant melanoma, familial atypical mole-malignant melanoma syndrome), full gene sequence CLRN1 (clarin 1) (eg, Usher syndrome, type 3), full gene sequence COX6B1 (cytochrome c oxidase subunit VIb polypeptide 1) (eg, mitochondrial respiratory chain complex IV deficiency), full gene sequence CPT2 (carnitine palmitoyltransferase 2) (eg, carnitine palmitoyltransferase II deficiency), full gene sequence CRX (cone-rod homeobox) (eg, cone-rod dystrophy 2, Leber congenital amaurosis), full gene sequence CSTB (cystatin B [stefin B]) (eg, Unverricht-Lundborg disease), full gene sequence CYP1B1 (cytochrome P450, family 1, subfamily B, polypeptide 1) (eg, primary congenital glaucoma), full gene sequence DMPK (dystrophia myotonica-protein kinase) (eg, myotonic dystrophy type 1), characterization of abnormal (eg, expanded) alleles EGR2 (early growth response 2) (eg, Charcot-Marie-Tooth), full gene sequence EMD (emerin) (eg, Emery-Dreifuss muscular dystrophy), duplication/deletion analysis EPM2A (epilepsy, progressive myoclonus type 2A, Lafora disease [laforin]) (eg, progressive myoclonus epilepsy), full gene sequence FGF23 (fibroblast growth factor 23) (eg, hypophosphatemic rickets), full gene sequence FGFR2 (fibroblast growth factor receptor 2) (eg, craniosynostosis, Apert syndrome, Crouzon syndrome), targeted sequence analysis (eg, exons 8, 10) FGFR3 (fibroblast growth factor receptor 3) (eg, achondroplasia, hypochondroplasia), targeted sequence analysis (eg, exons 8, 11, 12, 13) FHL1 (four and a half LIM domains 1) (eg, Emery-Dreifuss muscular dystrophy), full gene sequence FKRP (fukutin related protein) (eg, congenital muscular dystrophy type 1C [MDC1C], limb-girdle muscular dystrophy [LGMD] type 2I), full gene sequence FOXG1 (forkhead box G1) (eg, Rett syndrome), full gene sequence FSHMD1A (facioscapulohumeral muscular dystrophy 1A) (eg, facioscapulohumeral muscular dystrophy), evaluation to detect abnormal (eg, deleted) alleles FSHMD1A (facioscapulohumeral muscular dystrophy 1A) (eg, facioscapulohumeral muscular dystrophy), characterization of haplotype(s) (ie, chromosome 4A and 4B haplotypes) FXN (frataxin) (eg, Friedreich ataxia), full gene sequence GH1 (growth hormone 1) (eg, growth hormone deficiency), full gene sequence GP1BB (glycoprotein Ib [platelet], beta polypeptide) (eg, Bernard-Soulier syndrome type B), full gene sequence HBA1/HBA2 (alpha globin 1 and alpha globin 2) (eg, alpha thalassemia), duplication/deletion analysis (For common deletion variants of alpha globin 1 and alpha globin 2 genes, use 81257) HBB (hemoglobin, beta, Beta-Globin) (eg, thalassemia), full gene sequence HNF1B (HNF1 homeobox B) (eg, maturity-onset diabetes of the young [MODY]), duplication/deletion analysis HRAS (v-Ha-ras Harvey rat sarcoma viral oncogene homolog) (eg, Costello syndrome), full gene sequence HSD3B2 (hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2) (eg, 3-beta-hydroxysteroid dehydrogenase type II deficiency), full gene sequence HSD11B2 (hydroxysteroid [11-beta] dehydrogenase 2) (eg, mineralocorticoid excess syndrome), full gene sequence HSPB1 (heat shock 27kDa protein 1) (eg, Charcot-Marie-Tooth disease), full gene sequence INS (insulin) (eg, diabetes mellitus), full gene sequence KCNJ1 (potassium inwardly-rectifying channel, subfamily J, member 1) (eg, Bartter syndrome), full gene sequence KCNJ10 (potassium inwardly-rectifying channel, subfamily J, member 10) (eg, SeSAME syndrome, EAST syndrome, sensorineural hearing loss), full gene sequence KIT (C-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (eg, GIST, acute myeloid leukemia, melanoma), targeted gene analysis (eg, exons 8, 11, 13, 17, 18) LITAF (lipopolysaccharide-induced TNF factor) (eg, Charcot-Marie-Tooth), full gene sequence MEFV (Mediterranean fever) (eg, familial Mediterranean fever), full gene sequence MEN1 (multiple endocrine neoplasia I) (eg, multiple endocrine neoplasia type 1, Wermer syndrome), duplication/deletion analysis MMACHC (methylmalonic aciduria [cobalamin deficiency] cblC type, with homocystinuria) (eg, methylmalonic acidemia and homocystinuria), full gene sequence MPV17 (MpV17 mitochondrial inner membrane protein) (eg, mitochondrial DNA depletion syndrome), duplication/deletion analysis NDP (Norrie disease [pseudoglioma]) (eg, Norrie disease), full gene sequence NDUFA1 (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex, 1, 7.5kDa) (eg, Leigh syndrome, mitochondrial complex I deficiency), full gene sequence NDUFAF2 (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex, assembly factor 2) (eg, Leigh syndrome, mitochondrial complex I deficiency), full gene sequence NDUFS4 (NADH dehydrogenase [ubiquinone] Fe-S protein 4, 18kDa [NADH-coenzyme Q reductase]) (eg, Leigh syndrome, mitochondrial complex I deficiency), full gene sequence NIPA1 (non-imprinted in Prader-Willi/Angelman syndrome 1) (eg, spastic paraplegia), full gene sequence NLGN4X (neuroligin 4, X-linked) (eg, autism spectrum disorders), duplication/deletion analysis NPC2 (Niemann-Pick disease, type C2 [epididymal secretory protein E1]) (eg, Niemann-Pick disease type C2), full gene sequence NR0B1 (nuclear receptor subfamily 0, group B, member 1) (eg, congenital adrenal hypoplasia), full gene sequence NRAS (neuroblastoma RAS viral oncogene homolog) (eg, colorectal carcinoma), exon 1 and exon 2 sequences PDGFRA (platelet-derived growth factor receptor alpha polypeptide) (eg, gastrointestinal stromal tumor), targeted sequence analysis (eg, exons 12, 18) PDX1 (pancreatic and duodenal homeobox 1) (eg, maturity-onset diabetes of the young [MODY]), full gene sequence PHOX2B (paired-like homeobox 2b) (eg, congenital central hypoventilation syndrome), full gene sequence PIK3CA (phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha) (eg, colorectal cancer), targeted sequence analysis (eg, exons 9 and 20) PLP1 (proteolipid protein 1) (eg, Pelizaeus-Merzbacher disease, spastic paraplegia), duplication/deletion analysis PQBP1 (polyglutamine binding protein 1) (eg, Renpenning syndrome), duplication/deletion analysis PRNP (prion protein) (eg, genetic prion disease), full gene sequence PROP1 (PROP paired-like homeobox 1) (eg, combined pituitary hormone deficiency), full gene sequence PRPH2 (peripherin 2 [retinal degeneration, slow]) (eg, retinitis pigmentosa), full gene sequence PRSS1 (protease, serine, 1 [trypsin 1]) (eg, hereditary pancreatitis), full gene sequence RAF1 (v-raf-1 murine leukemia viral oncogene homolog 1) (eg, LEOPARD syndrome), targeted sequence analysis (eg, exons 7, 12, 14, 17) RET (ret proto-oncogene) (eg, multiple endocrine neoplasia, type 2B and familial medullary thyroid carcinoma), common variants (eg, M918T, 2647_2648delinsTT, A883F) RHO (rhodopsin) (eg, retinitis pigmentosa), full gene sequence RP1 (retinitis pigmentosa 1) (eg, retinitis pigmentosa), full gene sequence SCN1B (sodium channel, voltage-gated, type I, beta) (eg, Brugada syndrome), full gene sequence SCO2 (SCO cytochrome oxidase deficient homolog 2 [SCO1L]) (eg, mitochondrial respiratory chain complex IV deficiency), full gene sequence SDHC (succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa) (eg, hereditary paraganglioma-pheochromocytoma syndrome), duplication/deletion analysis SDHD (succinate dehydrogenase complex, subunit D, integral membrane protein) (eg, hereditary paraganglioma), full gene sequence SGCG (sarcoglycan, gamma [35kDa dystrophin-associated glycoprotein]) (eg, limb-girdle muscular dystrophy), duplication/deletion analysis SH2D1A (SH2 domain containing 1A) (eg, X-linked lymphoproliferative syndrome), full gene sequence SLC16A2 (solute carrier family 16, member 2 [thyroid hormone transporter]) (eg, specific thyroid hormone cell transporter deficiency, Allan-Herndon-Dudley syndrome), duplication/deletion analysis SLC25A20 (solute carrier family 25 [carnitine/acylcarnitine translocase], member 20) (eg, carnitine-acylcarnitine translocase deficiency), duplication/deletion analysis SLC25A4 (solute carrier family 25 [mitochondrial carrier; adenine nucleotide translocator], member 4) (eg, progressive external ophthalmoplegia), full gene sequence SOD1 (superoxide dismutase 1, soluble) (eg, amyotrophic lateral sclerosis), full gene sequence SPINK1 (serine peptidase inhibitor, Kazal type 1) (eg, hereditary pancreatitis), full gene sequence STK11 (serine/threonine kinase 11) (eg, Peutz-Jeghers syndrome), duplication/deletion analysis TACO1 (translational activator of mitochondrial encoded cytochrome c oxidase I) (eg, mitochondrial respiratory chain complex IV deficiency), full gene sequence THAP1 (THAP domain containing, apoptosis associated protein 1) (eg, torsion dystonia), full gene sequence TOR1A (torsin family 1, member A [torsin A]) (eg, torsion dystonia), full gene sequence TP53 (tumor protein 53) (eg, tumor samples), targeted sequence analysis of 2-5 exons TTPA (tocopherol [alpha] transfer protein) (eg, ataxia), full gene sequence TTR (transthyretin) (eg, familial transthyretin amyloidosis), full gene sequence TWIST1 (twist homolog 1 [Drosophila]) (eg, Saethre-Chotzen syndrome), full gene sequence TYR (tyrosinase [oculocutaneous albinism IA]) (eg, oculocutaneous albinism IA), full gene sequence USH1G (Usher syndrome 1G [autosomal recessive]) (eg, Usher syndrome, type 1), full gene sequence VHL (von Hippel-Lindau tumor suppressor) (eg, von Hippel-Lindau familial cancer syndrome), full gene sequence VWF (von Willebrand factor) (eg, von Willebrand disease type 1C), targeted sequence analysis (eg, exons 26, 27, 37) ZEB2 (zinc finger E-box binding homeobox 2) (eg, Mowat-Wilson syndrome), duplication/deletion analysis ZNF41 (zinc finger protein 41) (eg, X-linked mental retardation 89), full gene sequence"
7543,"87400",INFLUENZA A/B AG EIA,IAAD EIA INFLUENZA A/B EACH,"Infectious agent antigen detection by enzyme immunoassay technique, qualitative or semiquantitative, multiple-step method; Influenza, A or B, each"
7671,"87517",HEPATITIS B DNA QUANT,IADNA HEPATITIS B VIRUS QUANTIFICATION,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis B virus, quantification"
7040,"81330",SMPD1 GENE COMMON VARIANTS,SMPD1 GENE ANALYSIS COMMON VARIANTS,"SMPD1(sphingomyelin phosphodiesterase 1, acid lysosomal) (eg, Niemann-Pick disease, Type A) gene analysis, common variants (eg, R496L, L302P, fsP330)"
7168,"84081",ASSAY PHOSPHATIDYLGLYCEROL,PHOSPHATIDYLGLYCEROL,Phosphatidylglycerol
7823,"0514F",CARE PLAN HGB DOCD ESA PT,PLAN/CARE INCRSD HGB LVL DOCD PT ON ESA THXPY,Plan of care for elevated hemoglobin level documented for patient receiving Erythropoiesis-Stimulating Agent therapy (ESA) (CKD)
7951,"90838",PSYTX PT&/FAM W/E&M 60 MIN,PSYCHOTHERAPY PT&/FAMILY W/E&M SRVCS 60 MIN,"Psychotherapy, 60 minutes with patient and/or family member when performed with an evaluation and management service (List separately in addition to the code for primary procedure)"
8079,"88150",CYTOPATH C/V MANUAL,CYTP SLIDES C/V MNL SCR UNDER PHYS,"Cytopathology, slides, cervical or vaginal; manual screening under physician supervision"
7372,"86156",COLD AGGLUTININ SCREEN,COLD AGGLUTININ SCREEN,Cold agglutinin; screen
7500,"84439",ASSAY OF FREE THYROXINE,ASSAY OF FREE THYROXINE,Thyroxine; free
8199,"92081",VISUAL FIELD EXAMINATION(S),VISUAL FIELD XM UNI/BI W/INTERPRETJ LIMITED EXAM,"Visual field examination, unilateral or bilateral, with interpretation and report; limited examination (eg, tangent screen, Autoplot, arc perimeter, or single stimulus level automated test, such as Octopus 3 or 7 equivalent)"
7604,"86976",RBC SERUM PRETX ID DILUTION,PRETX SERUM RBC ANTIBODY IDENTIFICATION DILUTION,Pretreatment of serum for use in RBC antibody identification; by dilution
7732,"86688",HTLV-II ANTIBODY,ANTIBODY HTLV-II,Antibody; HTLV-II
8359,"90734",MENINGOCOCCAL VACCINE IM,MENINGOCOCCAL CONJ VACCINE QUADRAVALENT IM,"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135, quadrivalent, for intramuscular use"
7820,"90834",PSYTX PT&/FAMILY 45 MINUTES,PSYCHOTHERAPY PATIENT &/ FAMILY 45 MINUTES,"Psychotherapy, 45 minutes with patient and/or family member"
8479,"93572",HEART FLOW RESERVE MEASURE,IV DOP VEL&/OR PRESS C/FLO RSRV MEAS ADDL VSL,Intravascular Doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress; each additional vessel (List separately in addition to code for primary procedure)
7968,"87088",URINE BACTERIA CULTURE,CULTURE BCT ISOL&PRSMPTV ID ISOLATE EA URINE,"Culture, bacterial; with isolation and presumptive identification of each isolate, urine"
8575,"93662",INTRACARDIAC ECG (ICE),INTRACARD ECHOCARD W/THER/DX IVNTJ INCL IMG S&I,"Intracardiac echocardiography during therapeutic/diagnostic intervention, including imaging supervision and interpretation (List separately in addition to code for primary procedure)"
8068,"87471",BARTONELLA DNA AMP PROBE,IADNA BARTONELLA AMPLIFIED PROBE TECHNIQUE,"Infectious agent detection by nucleic acid (DNA or RNA); Bartonella henselae and Bartonella quintana, amplified probe technique"
8196,"90740",HEPB VACC ILL PAT 3 DOSE IM,HEPATITIS B VACCINE DIALYSIS DOSAGE 3 DOSE IM,"Hepatitis B vaccine, dialysis or immunosuppressed patient dosage (3 dose schedule), for intramuscular use"
8799,"95199",ALLERGY IMMUNOLOGY SERVICES,UNLISTED ALLERGY/CLINICAL IMMUNOLOGIC SRVC/PX,Unlisted allergy/clinical immunologic service or procedure
8228,"88029",AUTOPSY (NECROPSY) COMPLETE,NECROPSY GROSS&MCRSCP STILLBORN/NEWBORN BRAIN,"Necropsy (autopsy), gross and microscopic; stillborn or newborn with brain"
8356,"92284",DARK ADAPTATION EYE EXAM,DARK ADAPTATION XM W/INTERPRETATION & REPORT,Dark adaptation examination with interpretation and report
8376,"92499",EYE SERVICE OR PROCEDURE,UNLIVSTED OPHTHALMOLOGICAL SERVICE/PROCEDURE,Unlisted ophthalmological service or procedure
8504,"90997",HEMOPERFUSION,HEMOPERFUSION,"Hemoperfusion (eg, with activated charcoal or resin)"
9115,"1181F",NEUROPSYCHIA SYMPTS ASSESSE,NEUROPSYCHIATRIC SYMPTS ASSESSED RESULTS REVIEWD,Neuropsychiatric symptoms assessed and results reviewed (DEM)
8652,"93619",ELECTROPHYSIOLOGY EVALUATIO,COMPRE ELECTROPHYSIOLOGIC W/O ARRHYT INDUCTION,"Comprehensive electrophysiologic evaluation with right atrial pacing and recording, right ventricular pacing and recording, His bundle recording, including insertion and repositioning of multiple electrode catheters, without induction or attempted induction of arrhythmia"
8688,"92928",PRQ CARD STENT W/ANGIO 1 VS,PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch"
8816,"95874",GUIDE NERV DESTR NEEDLE EMG,NEEDLE EMG GUID W/CHEMODENERVATION,Needle electromyography for guidance in conjunction with chemodenervation (List separately in addition to code for primary procedure)
9255,"3345F",MAMMO ASSESS HGHLYMALIG DOC,MAMMO ASSESSMENT CAT HIGH CHANCE MALIG DOCD,"Mammogram assessment category of ""highly suggestive of malignancy,"" documented (RAD)"
9383,"0575F",HIV RNA PLAN CARE DOCD,HIV RNA CONTROL PLAN OF CARE DOCD,"HIV RNA control plan of care, documented (HIV)"
9020,"99231",SUBSEQUENT HOSPITAL CARE,SBSQ HOSPITAL CARE/DAY 15 MINUTES,"Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A problem focused interval history; A problem focused examination; Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is stable, recovering or improving. Typically, 15 minutes are spent at the bedside and on the patient's hospital floor or unit."
